Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn,Subscription Plan_encoded,tenure_x_Data Usage,charge_per_usage,Age_binned
CUST0145,Halima Valencia,Feb-25,65,Adamawa,Broadband MiFi,Female,1,Poor,25,60GB Monthly Broadband Plan,14500,3,43500,46.81,No,,18,1170.25,909.8514955030328,Mature
CUST0145,Halima Valencia,Feb-25,65,Adamawa,Mobile SIM Card,Female,1,Poor,25,7GB Monthly Plan,3500,20,70000,121.23,No,,20,3030.75,572.6908287654422,Mature
CUST0146,Tamuno Boyd,Feb-25,57,Kano,Mobile SIM Card,Female,4,Very Good,51,20GB Monthly Plan,7500,20,150000,17.6,Yes,Relocation,11,897.6,8064.516129032258,Mature
CUST0146,Tamuno Boyd,Feb-25,57,Kano,Broadband MiFi,Female,4,Very Good,51,300GB FUP Monthly Unlimited,30000,3,90000,159.71,Yes,Relocation,14,8145.21,560.0149337315662,Mature
CUST0147,Chinedu Martinez,Feb-25,50,Plateau,Broadband MiFi,Female,4,Very Good,46,30GB Monthly Broadband Plan,9000,15,135000,188.62,No,,15,8676.52,711.9502162219175,Middle
CUST0148,Ejiro Finley,Feb-25,50,Anambra,Mobile SIM Card,Male,4,Very Good,6,3.2GB 2-Day Plan,1000,3,3000,71.11,No,,13,426.65999999999997,41.60310636527527,Middle
CUST0148,Ejiro Finley,Feb-25,50,Anambra,Broadband MiFi,Male,4,Very Good,6,120GB Monthly Broadband Plan,24000,11,264000,119.81,No,,4,718.86,2185.249565433325,Middle
CUST0148,Ejiro Finley,Feb-25,50,Anambra,5G Broadband Router,Male,4,Very Good,6,450GB 3-Month Broadband Plan,75000,14,1050000,2.96,No,,16,17.759999999999998,265151.51515151514,Middle
CUST0149,Omamuzo Levine,Feb-25,26,Imo,Mobile SIM Card,Male,2,Fair,44,3.2GB 2-Day Plan,1000,9,9000,33.86,Yes,Costly Data Plans,13,1489.84,258.1755593803787,Very Young
CUST0149,Omamuzo Levine,Feb-25,26,Imo,Broadband MiFi,Male,2,Fair,44,60GB Monthly Broadband Plan,14500,3,43500,60.3,Yes,Costly Data Plans,18,2653.2,709.6247960848287,Very Young
CUST0150,Ejiro Roman,Feb-25,48,Imo,Mobile SIM Card,Female,4,Very Good,39,7GB Monthly Plan,3500,13,45500,168.4,Yes,Costly Data Plans,20,6567.6,268.59504132231405,Middle
CUST0151,Tega Mendez,Feb-25,72,Bayelsa,4G Router,Female,3,Good,53,10GB+10mins Monthly Plan,4500,11,49500,192.93,No,,2,10225.29,255.24673851389676,Senior
CUST0151,Tega Mendez,Feb-25,72,Bayelsa,Mobile SIM Card,Female,3,Good,53,1GB+1.5mins Daily Plan,500,16,8000,147.11,No,,8,7796.830000000001,54.013908581459724,Senior
CUST0151,Tega Mendez,Feb-25,72,Bayelsa,5G Broadband Router,Female,3,Good,53,60GB Monthly Broadband Plan,14500,9,130500,65.51,No,,18,3472.03,1962.1109607577807,Senior
CUST0152,Tamuno Yang,Feb-25,62,Delta,4G Router,Male,5,Excellent,38,25GB Monthly Plan,9000,3,27000,166.34,Yes,High Call Tarriffs,12,6320.92,161.3481534600215,Mature
CUST0152,Tamuno Yang,Feb-25,62,Delta,Mobile SIM Card,Male,5,Excellent,38,20GB Monthly Plan,7500,5,37500,134.76,Yes,High Call Tarriffs,11,5120.879999999999,276.22274602239247,Mature
CUST0153,Maryam Williams,Feb-25,46,Edo,Mobile SIM Card,Male,4,Very Good,46,16.5GB+10mins Monthly Plan,6500,14,91000,184.74,Yes,Relocation,6,8498.04,489.93216323893614,Middle
CUST0153,Maryam Williams,Feb-25,46,Edo,5G Broadband Router,Male,4,Very Good,46,30GB Monthly Broadband Plan,9000,12,108000,158.25,Yes,Relocation,15,7279.5,678.1789638932496,Middle
CUST0154,David Miller,Mar-25,26,Anambra,Mobile SIM Card,Male,2,Fair,43,7GB Monthly Plan,3500,14,49000,193.16,No,,20,8305.88,252.3691800576844,Very Young
CUST0155,Ngozi Fowler,Feb-25,17,Anambra,4G Router,Female,4,Very Good,15,10GB+10mins Monthly Plan,4500,10,45000,96.81,No,,2,1452.15,460.075656885799,Very Young
CUST0155,Ngozi Fowler,Feb-25,17,Anambra,Mobile SIM Card,Female,4,Very Good,15,12.5GB Monthly Plan,5500,3,16500,184.15,No,,3,2762.25,89.11693221712125,Very Young
CUST0156,Ifeanyi Garcia,Feb-25,34,Ekiti,Mobile SIM Card,Female,2,Fair,22,12.5GB Monthly Plan,5500,15,82500,144.54,No,,3,3179.8799999999997,566.8544729971143,Young
CUST0156,Ifeanyi Garcia,Feb-25,34,Ekiti,Broadband MiFi,Female,2,Fair,22,300GB FUP Monthly Unlimited,30000,2,60000,13.9,No,,14,305.8,4026.8456375838923,Young
CUST0157,Ifeanyi Jimenez,Feb-25,18,Bayelsa,4G Router,Male,2,Fair,44,10GB+10mins Monthly Plan,4500,13,58500,46.76,No,,2,2057.44,1224.8743718592966,Very Young
CUST0157,Ifeanyi Jimenez,Feb-25,18,Bayelsa,Mobile SIM Card,Male,2,Fair,44,1.5GB 2-Day Plan,600,14,8400,37.68,No,,0,1657.92,217.1664943123061,Very Young
CUST0159,Kunle Nielsen,Mar-25,29,Adamawa,Mobile SIM Card,Male,2,Fair,24,7GB Monthly Plan,3500,20,70000,119.6,No,,20,2870.3999999999996,580.4311774461029,Young
CUST0159,Kunle Nielsen,Mar-25,29,Adamawa,5G Broadband Router,Male,2,Fair,24,450GB 3-Month Broadband Plan,75000,12,900000,117.61,No,,16,2822.64,7587.8930950172835,Young
CUST0160,Oghene Diaz,Jan-25,74,Enugu,5G Broadband Router,Female,2,Fair,59,150GB FUP Monthly Unlimited,20000,5,100000,37.02,No,,5,2184.1800000000003,2630.1946344029457,Senior
CUST0161,Michael Wilson,Feb-25,65,Kogi,4G Router,Male,4,Very Good,37,165GB Monthly Plan,35000,6,210000,58.12,Yes,High Call Tarriffs,7,2150.44,3552.0974289580518,Mature
CUST0161,Michael Wilson,Feb-25,65,Kogi,5G Broadband Router,Male,4,Very Good,37,200GB Monthly Broadband Plan,25000,20,500000,168.48,Yes,High Call Tarriffs,10,6233.759999999999,2950.2006136417276,Mature
CUST0161,Michael Wilson,Feb-25,65,Kogi,Broadband MiFi,Male,4,Very Good,37,30GB Monthly Broadband Plan,9000,1,9000,173.17,Yes,High Call Tarriffs,15,6407.29,51.67365217890567,Mature
CUST0162,Grace Gallegos,Feb-25,33,Benue,Mobile SIM Card,Female,4,Very Good,36,1.5GB 2-Day Plan,600,1,600,16.99,No,,0,611.64,33.35186214563647,Young
CUST0162,Grace Gallegos,Feb-25,33,Benue,4G Router,Female,4,Very Good,36,10GB+10mins Monthly Plan,4500,9,40500,58.77,No,,2,2115.7200000000003,677.5974569181864,Young
CUST0163,Nura Jackson,Feb-25,52,Abuja (FCT),Broadband MiFi,Female,5,Excellent,37,120GB Monthly Broadband Plan,24000,2,48000,164.61,No,,4,6090.570000000001,289.8375701950365,Middle
CUST0163,Nura Jackson,Feb-25,52,Abuja (FCT),4G Router,Female,5,Excellent,37,165GB Monthly Plan,35000,14,490000,109.5,No,,7,4051.5,4434.3891402714935,Middle
CUST0163,Nura Jackson,Feb-25,52,Abuja (FCT),5G Broadband Router,Female,5,Excellent,37,150GB FUP Monthly Unlimited,20000,8,160000,147.33,No,,5,5451.21,1078.6759253016921,Middle
CUST0164,Maryam Diaz,Jan-25,20,Nasarawa,Mobile SIM Card,Female,4,Very Good,23,10GB+10mins Monthly Plan,4500,19,85500,162.24,No,,2,3731.5200000000004,523.7686841460426,Very Young
CUST0165,Oghene Allison,Feb-25,70,Abuja (FCT),5G Broadband Router,Male,2,Fair,51,300GB FUP Monthly Unlimited,30000,10,300000,65.07,No,,14,3318.5699999999997,4540.63871651279,Senior
CUST0165,Oghene Allison,Feb-25,70,Abuja (FCT),Mobile SIM Card,Male,2,Fair,51,1GB+1.5mins Daily Plan,500,17,8500,114.76,No,,8,5852.76,73.4277816171389,Senior
CUST0165,Oghene Allison,Feb-25,70,Abuja (FCT),4G Router,Male,2,Fair,51,65GB Monthly Plan,16000,14,224000,27.55,No,,19,1405.05,7845.884413309982,Senior
CUST0166,Sade Suarez,Feb-25,51,Borno,Mobile SIM Card,Male,3,Good,16,1GB+1.5mins Daily Plan,500,13,6500,125.75,No,,8,2012.0,51.282051282051285,Middle
CUST0166,Sade Suarez,Feb-25,51,Borno,4G Router,Male,3,Good,16,165GB Monthly Plan,35000,3,105000,15.57,No,,7,249.12,6336.753168376584,Middle
CUST0166,Sade Suarez,Feb-25,51,Borno,Broadband MiFi,Male,3,Good,16,60GB Monthly Broadband Plan,14500,9,130500,103.36,No,,18,1653.76,1250.4791107704102,Middle
CUST0167,Ejiro Thomas,Jan-25,74,Yobe,5G Broadband Router,Female,1,Poor,38,450GB 3-Month Broadband Plan,75000,14,1050000,43.96,No,,16,1670.48,23354.09252669039,Senior
CUST0167,Ejiro Thomas,Jan-25,74,Yobe,Broadband MiFi,Female,1,Poor,38,150GB FUP Monthly Unlimited,20000,11,220000,99.2,No,,5,3769.6,2195.60878243513,Senior
CUST0168,Abubakar Weiss,Mar-25,59,Borno,Broadband MiFi,Female,1,Poor,51,150GB FUP Monthly Unlimited,20000,1,20000,88.54,Yes,High Call Tarriffs,5,4515.54,223.36385972749608,Mature
CUST0168,Abubakar Weiss,Mar-25,59,Borno,Mobile SIM Card,Female,1,Poor,51,20GB Monthly Plan,7500,5,37500,40.86,Yes,High Call Tarriffs,11,2083.86,895.843287147635,Mature
CUST0169,Maryam Dean,Mar-25,36,Akwa Ibom,4G Router,Male,3,Good,42,25GB Monthly Plan,9000,8,72000,145.33,Yes,High Call Tarriffs,12,6103.860000000001,492.03854301920313,Young
CUST0169,Maryam Dean,Mar-25,36,Akwa Ibom,Broadband MiFi,Male,3,Good,42,60GB Monthly Broadband Plan,14500,4,58000,131.27,Yes,High Call Tarriffs,18,5513.34,438.49701368413093,Young
CUST0169,Maryam Dean,Mar-25,36,Akwa Ibom,Mobile SIM Card,Male,3,Good,42,2.5GB 2-Day Plan,900,3,2700,43.08,Yes,High Call Tarriffs,9,1809.36,61.25226860254084,Young
CUST0170,Amaka Whitaker,Jan-25,44,Bauchi,4G Router,Female,3,Good,1,65GB Monthly Plan,16000,3,48000,46.17,No,,19,46.17,1017.5959296162815,Middle
CUST0170,Amaka Whitaker,Jan-25,44,Bauchi,Mobile SIM Card,Female,3,Good,1,3.2GB 2-Day Plan,1000,12,12000,21.09,No,,13,21.09,543.2322317790855,Middle
CUST0171,Maryam Dixon,Feb-25,33,Jigawa,4G Router,Male,1,Poor,42,165GB Monthly Plan,35000,7,245000,70.56,No,,7,2963.52,3423.7003912800446,Young
CUST0172,Obinna Miller,Jan-25,68,Nasarawa,Mobile SIM Card,Male,2,Fair,6,7GB Monthly Plan,3500,8,28000,158.32,No,,20,949.92,175.7469244288225,Senior
CUST0172,Obinna Miller,Jan-25,68,Nasarawa,4G Router,Male,2,Fair,6,25GB Monthly Plan,9000,8,72000,129.1,No,,12,774.5999999999999,553.4204458109147,Senior
CUST0172,Obinna Miller,Jan-25,68,Nasarawa,5G Broadband Router,Male,2,Fair,6,120GB Monthly Broadband Plan,24000,1,24000,155.9,No,,4,935.4000000000001,152.96367112810708,Senior
CUST0173,Maryam Soto,Feb-25,42,Bauchi,Mobile SIM Card,Male,3,Good,48,20GB Monthly Plan,7500,16,120000,22.99,No,,11,1103.52,5002.08420175073,Middle
CUST0174,Kunle Jones,Feb-25,17,Gombe,4G Router,Female,5,Excellent,9,10GB+10mins Monthly Plan,4500,1,4500,117.68,No,,2,1059.1200000000001,37.917087967644086,Very Young
CUST0174,Kunle Jones,Feb-25,17,Gombe,Mobile SIM Card,Female,5,Excellent,9,1GB+1.5mins Daily Plan,500,2,1000,43.54,No,,8,391.86,22.4517287831163,Very Young
CUST0175,Tamuno Patton,Feb-25,80,Cross River,Mobile SIM Card,Female,1,Poor,28,25GB Monthly Plan,9000,7,63000,16.26,No,,12,455.28000000000003,3650.057937427578,Senior
CUST0175,Tamuno Patton,Feb-25,80,Cross River,Mobile SIM Card,Female,1,Poor,28,1.5GB 2-Day Plan,600,13,7800,107.51,No,,0,3010.28,71.882775781034,Senior
CUST0175,Tamuno Patton,Feb-25,80,Cross River,Broadband MiFi,Female,1,Poor,28,120GB Monthly Broadband Plan,24000,3,72000,127.04,No,,4,3557.1200000000003,562.3242736644797,Senior
CUST0176,Maryam Martinez,Jan-25,71,Imo,Broadband MiFi,Male,4,Very Good,16,30GB Monthly Broadband Plan,9000,5,45000,3.03,Yes,Relocation,15,48.48,11166.253101736975,Senior
CUST0176,Maryam Martinez,Jan-25,71,Imo,4G Router,Male,4,Very Good,16,65GB Monthly Plan,16000,12,192000,33.18,Yes,Relocation,19,530.88,5617.320070216501,Senior
CUST0176,Maryam Martinez,Jan-25,71,Imo,Mobile SIM Card,Male,4,Very Good,16,16.5GB+10mins Monthly Plan,6500,9,58500,103.69,Yes,Relocation,6,1659.04,558.792625847741,Senior
CUST0177,Amina Johnson,Jan-25,63,Borno,5G Broadband Router,Female,1,Poor,47,150GB FUP Monthly Unlimited,20000,19,380000,52.96,No,,5,2489.12,7042.2535211267605,Mature
CUST0177,Amina Johnson,Jan-25,63,Borno,Mobile SIM Card,Female,1,Poor,47,3.2GB 2-Day Plan,1000,17,17000,99.48,No,,13,4675.56,169.18789808917197,Mature
CUST0178,Ejiro Johnson,Feb-25,23,Yobe,Broadband MiFi,Male,3,Good,24,30GB Monthly Broadband Plan,9000,1,9000,171.81,No,,15,4123.4400000000005,52.080319425959146,Very Young
CUST0178,Ejiro Johnson,Feb-25,23,Yobe,Mobile SIM Card,Male,3,Good,24,500MB Daily Plan,350,12,4200,9.67,No,,17,232.07999999999998,393.6269915651359,Very Young
CUST0178,Ejiro Johnson,Feb-25,23,Yobe,5G Broadband Router,Male,3,Good,24,450GB 3-Month Broadband Plan,75000,6,450000,184.09,No,,16,4418.16,2431.2496623264356,Very Young
CUST0179,Bola Curtis,Feb-25,69,Osun,5G Broadband Router,Female,3,Good,16,300GB FUP Monthly Unlimited,30000,17,510000,45.03,Yes,Poor Network,14,720.48,11079.730610471432,Senior
CUST0179,Bola Curtis,Feb-25,69,Osun,Broadband MiFi,Female,3,Good,16,30GB Monthly Broadband Plan,9000,3,27000,190.84,Yes,Poor Network,15,3053.44,140.74228523769807,Senior
CUST0179,Bola Curtis,Feb-25,69,Osun,Mobile SIM Card,Female,3,Good,16,12.5GB Monthly Plan,5500,10,55000,173.27,Yes,Poor Network,3,2772.32,315.6022264302519,Senior
CUST0180,Ese Haley,Feb-25,27,Sokoto,Mobile SIM Card,Male,3,Good,24,25GB Monthly Plan,9000,16,144000,118.54,No,,12,2844.96,1204.6177011878867,Very Young
CUST0180,Ese Haley,Feb-25,27,Sokoto,Mobile SIM Card,Male,3,Good,24,500MB Daily Plan,350,18,6300,146.63,No,,17,3519.12,42.67425320056899,Very Young
CUST0181,Halima Walker,Feb-25,35,Lagos,Broadband MiFi,Female,5,Excellent,2,60GB Monthly Broadband Plan,14500,10,145000,169.88,No,,18,339.76,848.5486891385768,Young
CUST0181,Halima Walker,Feb-25,35,Lagos,4G Router,Female,5,Excellent,2,65GB Monthly Plan,16000,8,128000,41.44,No,,19,82.88,3016.0226201696514,Young
CUST0181,Halima Walker,Feb-25,35,Lagos,Mobile SIM Card,Female,5,Excellent,2,20GB Monthly Plan,7500,2,15000,98.66,No,,11,197.32,150.51173991571343,Young
CUST0182,Obinna Mills,Feb-25,51,Katsina,Mobile SIM Card,Male,5,Excellent,59,3.2GB 2-Day Plan,1000,17,17000,116.36,No,,13,6865.24,144.85344239945468,Middle
CUST0182,Obinna Mills,Feb-25,51,Katsina,5G Broadband Router,Male,5,Excellent,59,300GB FUP Monthly Unlimited,30000,13,390000,127.62,No,,14,7529.58,3032.187840149277,Middle
CUST0183,Kunle Shaw,Mar-25,23,Kwara,5G Broadband Router,Male,3,Good,16,1.5TB Yearly Broadband Plan,150000,3,450000,54.76,No,,1,876.16,8070.301291248207,Very Young
CUST0183,Kunle Shaw,Mar-25,23,Kwara,4G Router,Male,3,Good,16,10GB+10mins Monthly Plan,4500,19,85500,27.65,No,,2,442.4,2984.2931937172775,Very Young
CUST0184,Ngozi Webb,Feb-25,35,Anambra,5G Broadband Router,Male,3,Good,29,120GB Monthly Broadband Plan,24000,4,96000,92.94,No,,4,2695.2599999999998,1021.9288907813499,Young
CUST0184,Ngozi Webb,Feb-25,35,Anambra,Broadband MiFi,Male,3,Good,29,30GB Monthly Broadband Plan,9000,10,90000,31.94,No,,15,926.26,2732.2404371584703,Young
CUST0184,Ngozi Webb,Feb-25,35,Anambra,Mobile SIM Card,Male,3,Good,29,65GB Monthly Plan,16000,11,176000,43.4,No,,19,1258.6,3963.963963963964,Young
CUST0185,Obinna Young,Jan-25,27,Imo,Mobile SIM Card,Female,3,Good,26,12.5GB Monthly Plan,5500,18,99000,111.41,Yes,Poor Customer Service,3,2896.66,880.7045636509208,Very Young
CUST0186,Halima Harrison,Feb-25,28,Sokoto,4G Router,Male,1,Poor,52,10GB+10mins Monthly Plan,4500,12,54000,164.82,Yes,Better Offers from Competitors,2,8570.64,325.654323965746,Very Young
CUST0187,Chinedu Brown,Feb-25,49,Kaduna,5G Broadband Router,Male,4,Very Good,5,150GB FUP Monthly Unlimited,20000,15,300000,9.02,No,,5,45.099999999999994,29940.119760479043,Middle
CUST0188,Sade Cruz,Jan-25,37,Kwara,5G Broadband Router,Female,4,Very Good,32,60GB Monthly Broadband Plan,14500,9,130500,181.71,No,,18,5814.72,714.2466203272946,Young
CUST0189,Zainab Mcguire,Feb-25,73,Plateau,Mobile SIM Card,Male,3,Good,40,1GB+1.5mins Daily Plan,500,14,7000,76.91,No,,8,3076.3999999999996,89.84725965858041,Senior
CUST0189,Zainab Mcguire,Feb-25,73,Plateau,Broadband MiFi,Male,3,Good,40,150GB FUP Monthly Unlimited,20000,17,340000,128.71,No,,5,5148.400000000001,2621.231979030144,Senior
CUST0189,Zainab Mcguire,Feb-25,73,Plateau,5G Broadband Router,Male,3,Good,40,60GB Monthly Broadband Plan,14500,18,261000,126.34,No,,18,5053.6,2049.6309093764726,Senior
CUST0190,Funke Thomas,Feb-25,64,Ekiti,5G Broadband Router,Female,3,Good,35,300GB FUP Monthly Unlimited,30000,20,600000,5.7,No,,14,199.5,89552.23880597015,Mature
CUST0190,Funke Thomas,Feb-25,64,Ekiti,4G Router,Female,3,Good,35,10GB+10mins Monthly Plan,4500,9,40500,6.35,No,,2,222.25,5510.2040816326535,Mature
CUST0190,Funke Thomas,Feb-25,64,Ekiti,Mobile SIM Card,Female,3,Good,35,2.5GB 2-Day Plan,900,16,14400,161.83,No,,9,5664.05,88.43579193023398,Mature
CUST0191,Sarah Meyer,Feb-25,61,Osun,Broadband MiFi,Male,2,Fair,7,300GB FUP Monthly Unlimited,30000,6,180000,187.07,Yes,Better Offers from Competitors,14,1309.49,957.090445047057,Mature
CUST0191,Sarah Meyer,Feb-25,61,Osun,Mobile SIM Card,Male,2,Fair,7,1.5GB 2-Day Plan,600,11,6600,47.69,Yes,Better Offers from Competitors,0,333.83,135.55144793592115,Mature
CUST0191,Sarah Meyer,Feb-25,61,Osun,4G Router,Male,2,Fair,7,25GB Monthly Plan,9000,1,9000,182.84,Yes,Better Offers from Competitors,12,1279.88,48.9556135770235,Mature
CUST0192,Oghene Schroeder,Mar-25,34,Benue,Broadband MiFi,Female,2,Fair,35,150GB FUP Monthly Unlimited,20000,1,20000,120.53,No,,5,4218.55,164.56841932033242,Young
CUST0193,Sarah Thomas,Feb-25,77,Lagos,5G Broadband Router,Female,2,Fair,59,30GB Monthly Broadband Plan,9000,19,171000,4.87,No,,15,287.33,29131.175468483816,Senior
CUST0194,Obinna Dunn,Mar-25,30,Bauchi,5G Broadband Router,Female,4,Very Good,5,300GB FUP Monthly Unlimited,30000,14,420000,195.18,No,,14,975.9000000000001,2140.8910184524416,Young
CUST0194,Obinna Dunn,Mar-25,30,Bauchi,4G Router,Female,4,Very Good,5,165GB Monthly Plan,35000,6,210000,130.01,No,,7,650.05,1602.9310739638197,Young
CUST0195,Oghene Munoz,Mar-25,44,Enugu,Mobile SIM Card,Female,2,Fair,20,1.5GB 2-Day Plan,600,20,12000,120.68,Yes,Poor Network,0,2413.6000000000004,98.61932938856015,Middle
CUST0195,Oghene Munoz,Mar-25,44,Enugu,5G Broadband Router,Female,2,Fair,20,60GB Monthly Broadband Plan,14500,4,58000,128.11,Yes,Poor Network,18,2562.2000000000003,449.2293393230578,Middle
CUST0195,Oghene Munoz,Mar-25,44,Enugu,Broadband MiFi,Female,2,Fair,20,60GB Monthly Broadband Plan,14500,3,43500,28.56,Yes,Poor Network,18,571.1999999999999,1471.5832205683357,Middle
CUST0196,Halima Burns,Jan-25,60,Niger,4G Router,Male,3,Good,41,65GB Monthly Plan,16000,4,64000,70.42,No,,19,2887.2200000000003,896.1075329039485,Mature
CUST0196,Halima Burns,Jan-25,60,Niger,Broadband MiFi,Male,3,Good,41,30GB Monthly Broadband Plan,9000,15,135000,10.11,No,,15,414.51,12151.215121512152,Mature
CUST0197,Ibim Murphy,Feb-25,37,Kogi,Mobile SIM Card,Female,3,Good,57,500MB Daily Plan,350,3,1050,32.95,No,,17,1878.15,30.92783505154639,Young
CUST0198,Bola Potter,Jan-25,53,Kano,4G Router,Female,1,Poor,17,65GB Monthly Plan,16000,3,48000,109.64,No,,19,1863.88,433.83947939262475,Middle
CUST0198,Bola Potter,Jan-25,53,Kano,5G Broadband Router,Female,1,Poor,17,200GB Monthly Broadband Plan,25000,20,500000,119.01,No,,10,2023.17,4166.319473377218,Middle
CUST0199,John Morales,Feb-25,19,Kwara,4G Router,Male,2,Fair,39,10GB+10mins Monthly Plan,4500,18,81000,139.59,Yes,Costly Data Plans,2,5444.01,576.1433956895938,Very Young
CUST0200,Saidu Tucker,Jan-25,52,Abia,4G Router,Male,4,Very Good,7,25GB Monthly Plan,9000,3,27000,1.26,No,,12,8.82,11946.902654867257,Middle
CUST0200,Saidu Tucker,Jan-25,52,Abia,Broadband MiFi,Male,4,Very Good,7,300GB FUP Monthly Unlimited,30000,20,600000,164.87,No,,14,1154.0900000000001,3617.2906493036717,Middle
CUST0201,John Mcgrath,Feb-25,41,Anambra,Broadband MiFi,Male,3,Good,14,60GB Monthly Broadband Plan,14500,9,130500,94.45,No,,18,1322.3,1367.2079622839183,Young
CUST0201,John Mcgrath,Feb-25,41,Anambra,4G Router,Male,3,Good,14,65GB Monthly Plan,16000,13,208000,128.55,No,,19,1799.7000000000003,1605.557699729834,Young
CUST0202,Shehu Hays,Feb-25,63,Jigawa,4G Router,Female,1,Poor,12,65GB Monthly Plan,16000,4,64000,30.65,Yes,Fast Data Consumption,19,367.79999999999995,2022.1169036334913,Mature
CUST0202,Shehu Hays,Feb-25,63,Jigawa,Mobile SIM Card,Female,1,Poor,12,3.2GB 2-Day Plan,1000,18,18000,133.79,Yes,Fast Data Consumption,13,1605.48,133.54106387714222,Mature
CUST0203,Ibim Castro,Feb-25,45,Oyo,4G Router,Female,5,Excellent,53,25GB Monthly Plan,9000,2,18000,16.25,No,,12,861.25,1043.4782608695652,Middle
CUST0203,Ibim Castro,Feb-25,45,Oyo,Mobile SIM Card,Female,5,Excellent,53,16.5GB+10mins Monthly Plan,6500,17,110500,114.46,No,,6,6066.38,957.0413996189156,Middle
CUST0204,Obinna Patterson,Feb-25,31,Nasarawa,Mobile SIM Card,Male,2,Fair,11,500MB Daily Plan,350,5,1750,199.46,Yes,Fast Data Consumption,17,2194.06,8.729921181283048,Young
CUST0205,Saidu Munoz,Feb-25,56,Kaduna,Mobile SIM Card,Male,5,Excellent,25,16.5GB+10mins Monthly Plan,6500,4,26000,156.45,No,,6,3911.2499999999995,165.13178786916484,Mature
CUST0205,Saidu Munoz,Feb-25,56,Kaduna,Broadband MiFi,Male,5,Excellent,25,60GB Monthly Broadband Plan,14500,19,275500,30.35,No,,18,758.75,8787.878787878788,Mature
CUST0206,Ngozi Wood,Mar-25,29,Anambra,Mobile SIM Card,Female,4,Very Good,56,1.5GB 2-Day Plan,600,5,3000,55.45,Yes,High Call Tarriffs,0,3105.2000000000003,53.144375553587246,Young
CUST0206,Ngozi Wood,Mar-25,29,Anambra,Broadband MiFi,Female,4,Very Good,56,120GB Monthly Broadband Plan,24000,13,312000,121.93,Yes,High Call Tarriffs,4,6828.08,2538.029773041568,Young
CUST0207,Bola Miller,Feb-25,66,Bayelsa,5G Broadband Router,Male,3,Good,4,120GB Monthly Broadband Plan,24000,16,384000,62.53,No,,4,250.12,6044.388477884464,Mature
CUST0208,Ngozi Acevedo,Feb-25,45,Borno,Broadband MiFi,Female,3,Good,48,150GB FUP Monthly Unlimited,20000,14,280000,182.73,Yes,Fast Data Consumption,5,8771.039999999999,1523.97539868285,Middle
CUST0208,Ngozi Acevedo,Feb-25,45,Borno,Mobile SIM Card,Female,3,Good,48,12.5GB Monthly Plan,5500,12,66000,152.02,Yes,Fast Data Consumption,3,7296.960000000001,431.3161678211998,Middle
CUST0208,Ngozi Acevedo,Feb-25,45,Borno,4G Router,Female,3,Good,48,65GB Monthly Plan,16000,6,96000,103.3,Yes,Fast Data Consumption,19,4958.4,920.4218600191755,Middle
CUST0209,Kunle Bird,Jan-25,55,Zamfara,Broadband MiFi,Female,2,Fair,9,150GB FUP Monthly Unlimited,20000,2,40000,7.1,Yes,Better Offers from Competitors,5,63.9,4938.271604938272,Mature
CUST0210,Ejiro Gill,Feb-25,41,Akwa Ibom,Broadband MiFi,Female,5,Excellent,53,150GB FUP Monthly Unlimited,20000,20,400000,74.81,No,,5,3964.9300000000003,5276.348766653476,Young
CUST0211,Alabo Clay,Feb-25,38,Taraba,Broadband MiFi,Female,3,Good,23,60GB Monthly Broadband Plan,14500,19,275500,10.41,No,,18,239.43,24145.486415425064,Young
CUST0211,Alabo Clay,Feb-25,38,Taraba,Mobile SIM Card,Female,3,Good,23,10GB+10mins Monthly Plan,4500,8,36000,171.49,No,,2,3944.2700000000004,208.70775117398108,Young
CUST0211,Alabo Clay,Feb-25,38,Taraba,Mobile SIM Card,Female,3,Good,23,500MB Daily Plan,350,14,4900,54.18,No,,17,1246.14,88.80028996013048,Young
CUST0212,Michael Williams,Feb-25,18,Lagos,4G Router,Female,2,Fair,59,10GB+10mins Monthly Plan,4500,10,45000,121.86,No,,2,7189.74,366.27055184763145,Very Young
CUST0213,Zainab Clark,Mar-25,70,Jigawa,Mobile SIM Card,Female,2,Fair,30,2.5GB 2-Day Plan,900,12,10800,102.55,No,,9,3076.5,104.297440849831,Senior
CUST0213,Zainab Clark,Mar-25,70,Jigawa,5G Broadband Router,Female,2,Fair,30,120GB Monthly Broadband Plan,24000,4,96000,60.05,No,,4,1801.5,1572.4815724815726,Senior
CUST0213,Zainab Clark,Mar-25,70,Jigawa,Broadband MiFi,Female,2,Fair,30,60GB Monthly Broadband Plan,14500,9,130500,13.24,No,,18,397.2,9164.32584269663,Senior
CUST0214,Ese Cooper,Feb-25,51,Edo,Mobile SIM Card,Female,5,Excellent,13,7GB Monthly Plan,3500,1,3500,136.31,No,,20,1772.03,25.489767678974584,Middle
CUST0215,Grace Figueroa,Feb-25,53,Edo,Mobile SIM Card,Female,1,Poor,26,165GB Monthly Plan,35000,12,420000,181.35,No,,7,4715.099999999999,2303.2629558541266,Middle
